3000,17,1777,10,2.269503546,495600,Melbourne (C),-37.81,144.97,1,1,1,1,4,8
3002,,,10,1.62745098,1048379.545,Melbourne (C),-37.82,144.99,1,1,1,1,4,0
3003,,,10,1.742424242,567541.3851,Melbourne (C),-37.81,144.94,1,1,1,1,4,8
3004,5,430,10,1.594594595,937875,Port Phillip (C),-37.84,144.98,1,1,1,1,4,8
3005,,,10,,,Melbourne (C),-37.82,144.95,1,1,1,0,0,0
3006,,,10,2.03960396,577100,Port Phillip (C),-37.82,144.97,1,1,1,1,4,8
3008,,,5,2.647058824,564050,Melbourne (C),-37.81,144.95,1,1,1,1,8,16
3010,,,,0,,Melbourne (C),-37.8,144.96,1,1,1,1,4,8
3011,43,620,5,1.203784571,548836.9565,Maribyrnong (C),-37.8,144.9,1,1,1,1,4,8
3012,14,1036,9,1.286089239,549658.8983,Maribyrnong (C),-37.81,144.85,2,3,3,2,7,11
3013,6,635,9,1.268831169,787447.0439,Maribyrnong (C),-37.82,144.89,1,2,2,1,4,8
3015,12,997,9,1.410582011,832737.8049,Hobsons Bay (C),-37.84,144.88,2,2,2,2,5,9
3016,9,702,7,1.080530071,1035420.867,Hobsons Bay (C),-37.86,144.9,3,3,3,1,3,3
3018,10,503,1,1.348230912,699729.2373,Hobsons Bay (C),-37.87,144.83,3,2,2,2,5,9
3019,,,1,1.052830189,546100.3086,Maribyrnong (C),-37.78,144.86,3,3,4,4,7,11
3020,44,1505,1,1.120541761,434919.8718,Brimbank (C),-37.78,144.82,5,5,5,13,16,20
3021,33,1487,1,0.996759559,417647.0588,Brimbank (C),-37.75,144.77,2,2,2,17,20,24
3022,,,6,1.048192771,479511.3636,Brimbank (C),-37.78,144.8,2,2,2,7,10,14
3023,37,2449,5,1.216320072,521000,Melton (C),-37.75,144.75,1,1,1,4,7,11
3024,11,920,2,1.510217535,392172.87,Wyndham (C),-37.9,144.56,2,2,2,3,6,10
3025,1,45,1,1.205882353,710999.4318,Hobsons Bay (C),-37.84,144.86,5,5,5,5,8,12
3027,7,186,4,2.513888889,582500,Wyndham (C),-37.86,144.76,1,1,1,2,5,9
3028,16,1088,6,1.094756791,464099.2366,Hobsons Bay (C),-37.87,144.78,1,1,1,2,5,9
3029,83,4853,7,1.549649533,397080.6738,Wyndham (C),-37.88,144.7,1,1,1,2,5,9
3030,79,5474,5,1.426709546,473116.0221,Wyndham (C),-37.97,144.58,1,1,1,4,7,11
3031,17,1012,8,1.088709677,656220.5882,Moonee Valley (C),-37.79,144.93,1,1,1,1,4,8
