3815,,,4,1.058333333,364562.5,Cardinia (S),-38.1,145.72,2,2,1,1,4,8
3816,,,5,1.235294118,319435.1695,Baw Baw (S),-38.05,145.83,2,2,1,0,0,8
3910,17,985,6,0.893014475,463133.049,Frankston (C),-38.15,145.19,3,2,2,3,8,16
3911,3,132,7,0.928571429,408575,Mornington Peninsula (S),-38.2,145.16,3,2,2,2,1,1
3912,9,505,7,0.893081761,409964.0244,Mornington Peninsula (S),-38.2,145.23,3,2,2,6,10,18
3913,,,2,0.845864662,391767.5439,Mornington Peninsula (S),-38.26,145.19,3,2,2,0,0,0
3915,7,428,10,1.041071429,378406.1702,Mornington Peninsula (S),-38.31,145.19,1,1,1,3,9,17
3916,,,7,1.333333333,864625,Mornington Peninsula (S),-38.39,145.09,2,1,1,0,0,0
3918,,,4,0.890784983,437782.6087,Mornington Peninsula (S),-38.34,145.18,2,1,1,3,9,17
3919,,,9,1.098958333,355926.1364,Mornington Peninsula (S),-38.37,145.2,1,1,1,0,0,0
3920,,,7,0.363636364,,Mornington Peninsula (S),0,0,2,1,1,0,0,0
3926,,,9,0.905172414,656250,Mornington Peninsula (S),-38.37,145.13,2,1,1,0,0,0
3927,,,10,1.204545455,782625,Mornington Peninsula (S),-38.38,145.15,2,1,1,0,0,0
3928,,,9,0.675,,Mornington Peninsula (S),-38.4,144.97,1,1,1,0,0,0
3929,,,10,1.102564103,1001101.22,Mornington Peninsula (S),-38.47,145.02,1,1,1,0,0,0
3930,13,878,6,1.022979985,891392.0455,Mornington Peninsula (S),-38.19,145.08,1,1,1,0,0,0
3931,17,859,10,0.98844376,656429.5302,Mornington Peninsula (S),-38.24,145.06,1,1,1,0,0,0
3933,,,9,1.123287671,948173.2456,Mornington Peninsula (S),-38.24,145.09,1,1,1,0,0,0
3934,9,696,5,1.118380062,880784.9315,Mornington Peninsula (S),-38.3,144.99,1,1,1,1,1,1
3936,3,165,10,1.079365079,568456.5789,Mornington Peninsula (S),-38.35,144.95,1,1,1,1,1,1
3937,,,7,0.796747967,690500,Mornington Peninsula (S),-38.37,145.01,1,1,1,0,0,0
3938,,,3,1.104347826,643511.6525,Mornington Peninsula (S),-37.99,145.22,2,1,1,1,1,1
3939,10,577,1,1.082848837,536105.7692,Mornington Peninsula (S),-38.4,144.9,1,1,1,4,4,4
3940,,,4,1.026041667,422866.6667,Mornington Peninsula (S),0,0,1,1,1,5,5,5
3941,,,7,0.962848297,539382.5721,Mornington Peninsula (S),-38.37,144.82,2,2,1,5,5,5
3942,,,8,0.876106195,761750,Mornington Peninsula (S),-38.36,144.77,2,2,1,4,4,4
3943,,,10,0.957446809,1075505.102,Mornington Peninsula (S),-38.34,144.74,1,1,1,0,0,0
3944,,,7,2.6,1655625,Mornington Peninsula (S),-38.34,144.71,1,1,1,0,0,0
3975,10,905,3,1.35883905,539006.9149,Casey (C),-38.05,145.26,2,1,1,1,1,1
3976,16,962,5,0.890514632,401088.9423,Casey (C),-38.03,145.27,2,1,1,1,1,1
3977,51,3872,8,1.282662284,435816.1692,Casey (C),-38.21,145.32,1,1,1,1,1,1
3978,,,7,7.76344086,436875,Casey (C),-38.15,145.42,1,1,1,0,0,0
3980,,,4,1.063063063,421875,Casey (C),-38.21,145.34,1,1,1,1,1,1
3981,,,2,0.997076023,390213.1148,Cardinia (S),-38.18,145.57,1,1,1,0,0,0
3984,,,6,,326075,Bass Coast (S),-38.32,145.54,1,1,1,0,0,0
3987,,,6,,286875,South Gippsland (S),-38.33,145.67,1,1,1,0,0,0
