3000,17,1777,10,1.766826923," $495,600.00 ",Melbourne (C),-37.81,144.97,1,1,1,1,4,8
3002,,,10,0.993670886," $1,048,379.55 ",Melbourne (C),-37.82,144.99,1,1,1,1,4,0
3003,,,10,1.362962963," $567,541.39 ",Melbourne (C),-37.81,144.94,1,1,1,1,4,8
3004,5,430,10,1.327102804," $937,875.00 ",Port Phillip (C),-37.84,144.98,1,1,1,1,4,8
3005,,,10,,  ,Melbourne (C),-37.82,144.95,1,1,1,0,0,0
3006,,,10,1.914754098," $577,100.00 ",Port Phillip (C),-37.82,144.97,1,1,1,1,4,8
3008,,,5,2.960451977," $564,050.00 ",Melbourne (C),-37.81,144.95,1,1,1,1,8,16
3010,,,,0.75,  ,Melbourne (C),-37.8,144.96,1,1,1,1,4,8
3011,43,620,5,1.100408163," $548,836.96 ",Maribyrnong (C),-37.8,144.9,1,1,1,1,4,8
3012,14,1036,9,1.151884058," $549,658.90 ",Maribyrnong (C),-37.81,144.85,3,3,3,2,7,11
3013,6,635,9,1.002595156," $787,447.04 ",Maribyrnong (C),-37.82,144.89,1,1,1,1,4,8
3015,12,997,9,1.031914894," $832,737.80 ",Hobsons Bay (C),-37.84,144.88,1,2,2,2,5,9
3016,9,702,7,0.918103448," $1,035,420.87 ",Hobsons Bay (C),-37.86,144.9,1,3,3,1,3,3
3018,10,503,1,1.158050222," $699,729.24 ",Hobsons Bay (C),-37.87,144.83,2,2,2,2,5,9
3019,,,1,1.027823241," $546,100.31 ",Maribyrnong (C),-37.78,144.86,5,5,5,4,7,11
3020,44,1505,1,1.231511254," $434,919.87 ",Brimbank (C),-37.78,144.82,5,5,5,13,16,20
3021,33,1487,1,1.049821002," $417,647.06 ",Brimbank (C),-37.75,144.77,5,5,5,17,20,24
3022,,,6,1.345679012," $479,511.36 ",Brimbank (C),-37.78,144.8,2,2,2,7,10,14
3023,37,2449,5,1.012284069," $521,000.00 ",Melton (C),-37.75,144.75,1,2,2,4,7,11
3024,11,920,2,1.334594595," $392,172.87 ",Wyndham (C),-37.9,144.56,3,3,2,3,6,10
3025,1,45,1,1.200256739," $710,999.43 ",Hobsons Bay (C),-37.84,144.86,2,2,2,5,8,12
3027,7,186,4,2.2125," $582,500.00 ",Wyndham (C),-37.86,144.76,1,1,1,2,5,9
3028,16,1088,6,1.039652363," $464,099.24 ",Hobsons Bay (C),-37.87,144.78,1,1,1,2,5,9
3029,83,4853,7,1.595170691," $397,080.67 ",Wyndham (C),-37.88,144.7,1,1,1,2,5,9
3030,79,5474,5,1.274325594," $473,116.02 ",Wyndham (C),-37.97,144.58,1,1,1,4,7,11
3031,17,1012,8,0.999197432," $656,220.59 ",Moonee Valley (C),-37.79,144.93,1,1,1,1,4,8
3032,17,832,7,1.098177543," $842,752.60 ",Moonee Valley (C),-37.78,144.92,1,1,1,1,4,8
3033,6,322,6,1.123978202," $682,041.63 ",Moonee Valley (C),-37.74,144.8,2,2,2,6,9,13
